Date, Open, High, Low, Close, Volume
04/23/18, 218.02, 218.73, 214.75, 215.88, 2520707
04/20/18, 218.41, 220.28, 216.74, 217.75, 2634318
04/19/18, 218.04, 219.30, 217.03, 218.85, 1453128
04/18/18, 220.39, 221.01, 219.16, 219.52, 1599252
04/17/18, 219.15, 221.69, 218.74, 220.09, 1853521
04/16/18, 217.20, 219.27, 216.59, 217.70, 2060517
04/13/18, 218.09, 218.68, 214.46, 215.52, 2034539
04/12/18, 215.72, 217.68, 215.01, 216.42, 2292869
04/11/18, 214.201, 215.89, 213.4982, 214.33, 1819778
04/10/18, 215.32, 218.71, 215.23, 216.98, 2877276
04/09/18, 213.75, 216.86, 212.40, 212.81, 2186066
04/06/18, 217.40, 218.85, 211.00, 212.25, 2503915
04/05/18, 218.64, 220.31, 216.56, 218.67, 2879937
04/04/18, 212.39, 217.9225, 211.12, 217.56, 2488891
04/03/18, 213.00, 216.46, 210.93, 216.33, 3006825
04/02/18, 218.05, 218.72, 209.468, 212.62, 3840833
03/29/18, 217.79, 221.38, 217.46, 219.52, 2643041
03/28/18, 217.23, 219.66, 214.91, 216.54, 2522861
03/27/18, 221.02, 221.86, 214.73, 215.87, 2696665
03/26/18, 217.86, 220.80, 215.18, 220.24, 3573985
03/23/18, 223.50, 224.27, 215.27, 215.36, 4221155
03/22/18, 232.04, 232.12, 222.80, 223.17, 4295470
03/21/18, 233.00, 237.22, 232.31, 234.14, 1588258
03/20/18, 232.12, 234.39, 231.58, 232.45, 1727967
03/19/18, 236.01, 236.33, 230.26, 231.56, 2621661
03/16/18, 235.67, 238.17, 235.67, 237.22, 4858043
03/15/18, 235.22, 238.08, 234.20, 235.87, 1770516
03/14/18, 238.80, 239.32, 233.85, 234.29, 2239704
03/13/18, 240.90, 242.97, 236.891, 237.57, 2009864
03/12/18, 242.10, 243.0999, 239.301, 239.80, 2151266
03/09/18, 238.00, 241.37, 236.17, 241.35, 1840871
03/08/18, 236.35, 237.69, 234.12, 236.34, 1955197
03/07/18, 231.22, 236.22, 230.59, 235.57, 2213792
03/06/18, 234.05, 235.92, 230.80, 233.66, 2091101
03/05/18, 230.00, 233.71, 228.53, 232.81, 2235348
03/02/18, 229.75, 231.27, 226.33, 230.37, 2912828
03/01/18, 236.15, 236.83, 229.53, 231.34, 3487126
02/28/18, 241.64, 242.28, 235.40, 235.51, 2461376
02/27/18, 244.61, 244.67, 240.72, 240.78, 1778336
02/26/18, 239.01, 244.86, 238.51, 244.14, 3086811
02/23/18, 236.85, 237.89, 234.39, 237.02, 1616681
02/22/18, 232.43, 237.37, 232.26, 236.00, 2284538
